9.50532305437935E-5,9.70079081037927E-4,2.99198436714251E-5,3E-5
4.24861328392364E-4,7.10568853290248E-4,2.98885114025980E-5,3E-5
9.70083050253466E-4,8.65816376293852E-4,1.79613459531579E-4,3E-5
9.56071577467751E-4,5.37190744820840E-4,2.96692386734231E-4,3E-5
8.65266554615223E-4,9.70107133015700E-4,1.18873047236028E-4,3E-5
9.70095110451612E-4,6.15226011028971E-5,1.76168534648810E-4,3E-5
6.95118044901569E-4,8.88203720982020E-4,2.98916468813271E-5,3E-5
8.88765915905599E-4,7.97069582995090E-4,1.43745978614310E-4,3E-5
6.34534272727505E-4,8.18082862481817E-5,2.99031239313592E-5,3E-5
9.54607197733691E-4,1.22061595043612E-4,7.80516882679870E-5,3E-5
2.99592171732427E-5,2.99185179826210E-5,2.99202618785619E-5,3E-5
4.84841663019661E-4,9.70097375086817E-4,8.18163421216554E-5,3E-5
9.70106749756151E-4,9.17712706629567E-4,8.97259370731007E-5,3E-5
9.18361847511934E-4,1.24123448195750E-4,2.99002962316817E-5,3E-5
6.54830428310067E-4,9.70100793452575E-4,1.60460825073980E-4,3E-5
4.84915201014945E-4,9.69887480039750E-4,1.85623870491879E-4,3E-5
9.35893151750331E-5,9.70080415670942E-4,4.66560959256477E-4,3E-5
3.34976602890761E-4,9.70093115336871E-4,2.99059414184476E-5,3E-5
9.70096959474370E-4,6.68841363663469E-4,8.02766374163904E-5,3E-5
7.88358319268332E-4,2.37758083681788E-4,2.98972530582354E-5,3E-5
9.18219885192642E-4,9.18239667781021E-4,5.97819078327956E-5,3E-5
7.47253328629576E-4,9.70094186241153E-4,3.03111254356557E-4,3E-5
8.08547016204756E-4,9.70078694171571E-4,4.68570719572264E-4,3E-5
6.67529649848058E-4,8.16128960802788E-4,2.98920126556613E-5,3E-5
5.77563883357552E-4,8.59786616187970E-4,2.99119684916668E-5,3E-5
9.70082157233551E-4,6.36361165750664E-4,2.99055779967110E-5,3E-5
8.77418850703336E-5,6.05883813783704E-4,2.99113670321744E-5,3E-5
2.75026315710294E-4,9.70094051171386E-4,2.99032979069341E-5,3E-5
9.70078533401252E-4,8.98699129991608E-5,2.99142209128461E-5,3E-5
8.63742408176301E-4,9.70088583742002E-4,4.08862395083243E-4,3E-5
5.44322127484060E-4,9.18462571146947E-4,3.50768614135724E-4,3E-5
9.68738157301550E-4,4.85888485540706E-4,1.85914473411491E-4,3E-5
1.75338033993627E-4,8.50058325027923E-4,4.61643086906586E-4,3E-5
7.80391011603572E-4,9.18244836017252E-4,3.17877488198100E-4,3E-5
8.69250429409287E-4,8.10033157218598E-4,8.85555008368898E-5,3E-5
9.70078643520893E-4,8.94097646861606E-5,2.29250747396706E-4,3E-5
9.70078212122303E-4,9.18150370315525E-4,3.95470043459359E-4,3E-5
8.27047277025383E-4,8.88107263620683E-4,1.18349206163261E-4,3E-5
2.99015172079466E-5,9.11362941257659E-4,1.33943709703009E-4,3E-5
9.70085027364045E-4,2.99214910748154E-5,8.98414385420022E-5,3E-5
9.27814877372704E-4,7.11564662941768E-4,7.11723949616034E-5,3E-5
9.70059488593244E-4,3.66456160021773E-4,8.17457627253455E-5,3E-5
7.11045566037369E-4,9.29341497720235E-4,7.04601165181299E-5,3E-5
2.98787743958175E-5,9.40410981586340E-4,8.15474633401827E-5,3E-5
8.45186124761518E-4,2.98651420704846E-5,2.99018325817489E-5,3E-5
5.72914373439447E-4,4.03604662519886E-4,4.66521766686522E-4,3E-5
9.20290099552796E-4,9.55383520632758E-4,3.95482135501094E-4,3E-5
5.29324609910223E-4,2.25389688195664E-4,2.99099391907925E-5,3E-5
3.64949676497276E-4,9.18184771527185E-4,2.99031449219354E-5,3E-5
9.70132398128334E-4,9.70104040102007E-4,2.38664360928626E-4,3E-5
9.18282602742544E-4,3.66575371927870E-4,2.98929064540881E-5,3E-5
7.39576743819775E-4,9.20907528883476E-4,1.22402820895206E-4,3E-5
8.64900425107502E-4,6.33833395099840E-4,2.99228855612588E-5,3E-5
9.70084250590491E-4,8.04369329666753E-4,3.66007235675651E-4,3E-5
8.72486574836497E-4,7.05757119193544E-4,2.99039358194540E-5,3E-5
5.74721982377557E-4,9.70086499096203E-4,2.99063562383197E-5,3E-5
8.98678703185311E-5,9.69959343192611E-4,3.60430929680024E-4,3E-5
6.45953193053818E-4,7.00864802475824E-4,2.98777649254158E-5,3E-5
